int, omega, ref, sam
3.568801794491949925e-02,2.702905686318310075e+00,1.276407148570809502e-01,1.276407148570809502e-01
2.378392513938397054e-02,2.702517894971635748e+00,1.286480511045648423e-01,1.286480511045648423e-01
1.376001149099150000e-02,2.702130214883417203e+00,1.296610957346404636e-01,1.296610957346404636e-01
6.180313049271250921e-03,2.701742646005780291e+00,1.306798603526286018e-01,1.306798603526286018e-01
1.492714166849169700e-03,2.701355188290878839e+00,1.317043563985725030e-01,1.317043563985725030e-01
4.561416455456395900e-06,2.700967841690894655e+00,1.327345951455792261e-01,1.327345951455792261e-01
1.865107988072205398e-03,2.700580606158035746e+00,1.337705876981673536e-01,1.337705876981673536e-01
7.055767399613751927e-03,2.700193481644538096e+00,1.348123449906087901e-01,1.348123449906087901e-01
1.538876973686360318e-02,2.699806468102665669e+00,1.358598777852768336e-01,1.358598777852768336e-01
2.651439347000617355e-02,2.699419565484708627e+00,1.369131966710029624e-01,1.369131966710029624e-01
3.993651217778477341e-02,2.699032773742985558e+00,1.379723120614252396e-01,1.379723120614252396e-01
5.503577015083786772e-02,2.698646092829841692e+00,1.390372341933509559e-01,1.390372341933509559e-01
7.109930554578884621e-02,2.698259522697650237e+00,1.401079731251140548e-01,1.401079731251140548e-01
8.735559491235272978e-02,2.697873063298810603e+00,1.411845387349445757e-01,1.411845387349445757e-01
1.030127165555594776e-01,2.697486714585750178e+00,1.422669407193322411e-01,1.422669407193322411e-01
1.172981370628381065e-01,2.697100476510923883e+00,1.433551885913995072e-01,1.433551885913995072e-01
1.294980260896141933e-01,2.696714349026813728e+00,1.444492916792789461e-01,1.444492916792789461e-01
1.389941051697774210e-01,2.696328332085927926e+00,1.455492591244960110e-01,1.455492591244960110e-01
1.452961379107526041e-01,2.695942425640803108e+00,1.466550998803471673e-01,1.466550998803471673e-01
1.480683673611348505e-01,2.695556629644002999e+00,1.477668227102924003e-01,1.477668227102924003e-01
1.471484925710032088e-01,2.695170944048117079e+00,1.488844361863527754e-01,1.488844361863527754e-01
1.425581368494298895e-01,2.694785368805764136e+00,1.500079486874985601e-01,1.500079486874985601e-01
1.345041775158088426e-01,2.694399903869588275e+00,1.511373683980636318e-01,1.511373683980636318e-01
1.233707605634498106e-01,2.694014549192261132e+00,1.522727033061477275e-01,1.522727033061477275e-01
1.097022910913025007e-01,2.693629304726481877e+00,1.534139612020296861e-01,1.534139612020296861e-01
9.417814818661965348e-02,2.693244170424976769e+00,1.545611496765878223e-01,1.545611496765878223e-01
7.758029798733583060e-02,2.692859146240498713e+00,1.557142761197257141e-01,1.557142761197257141e-01
6.075534918027573894e-02,2.692474232125827260e+00,1.568733477188023195e-01,1.568733477188023195e-01
4.457289199753103337e-02,2.692089428033769938e+00,1.580383714570644249e-01,1.580383714570644249e-01
2.988216918238580447e-02,2.691704733917160031e+00,1.592093541120951083e-01,1.592093541120951083e-01
1.746923408437248831e-02,2.691320149728859246e+00,1.603863022542544869e-01,1.603863022542544869e-01
8.016750635738019090e-03,2.690935675421755047e+00,1.615692222451421134e-01,1.615692222451421134e-01
2.068481412251035011e-03,2.690551310948762431e+00,1.627581202360530999e-01,1.627581202360530999e-01
2.976563344276475816e-07,2.690167056262822598e+00,1.639530021664502568e-01,1.639530021664502568e-01
1.999238661172301340e-03,2.689782911316904723e+00,1.651538737624330400e-01,1.651538737624330400e-01
8.051761709408406312e-03,2.689398876064003741e+00,1.663607405352269530e-01,1.663607405352269530e-01
1.794187639081009158e-02,2.689014950457142561e+00,1.675736077796649293e-01,1.675736077796649293e-01
3.125937038638114396e-02,2.688631134449369409e+00,1.687924805726926103e-01,1.687924805726926103e-01
4.741783167108280100e-02,2.688247427993760930e+00,1.700173637718620789e-01,1.700173637718620789e-01
6.568167951296445539e-02,2.687863831043419083e+00,1.712482620138534306e-01,1.712482620138534306e-01
8.520095834581974115e-02,2.687480343551473805e+00,1.724851797129856590e-01,1.724851797129856590e-01
1.050522477864987703e-01,2.687096965471081234e+00,1.737281210597493575e-01,1.737281210597493575e-01
1.242837193232000370e-01,2.686713696755424152e+00,1.749770900193412804e-01,1.749770900193412804e-01
1.419621423695242302e-01,2.686330537357712434e+00,1.762320903302062869e-01,1.762320903302062869e-01
1.572195217315991711e-01,2.685947487231181707e+00,1.774931255025943566e-01,1.774931255025943566e-01
1.692970421101414880e-01,2.685564546329096025e+00,1.787601988171121647e-01,1.787601988171121647e-01
1.775841044650357525e-01,2.685181714604743863e+00,1.800333133233065763e-01,1.800333133233065763e-01
1.816504595680722145e-01,2.684798992011442120e+00,1.813124718382295442e-01,1.813124718382295442e-01
1.812697659482299384e-01,2.684416378502533451e+00,1.825976769450350923e-01,1.825976769450350923e-01
1.764333076442419213e-01,2.684033874031387157e+00,1.838889309915732184e-01,1.838889309915732184e-01
1.673530822537842577e-01,2.683651478551399627e+00,1.851862360889946213e-01,1.851862360889946213e-01
1.544539887414862478e-01,2.683269192015993454e+00,1.864895941103701660e-01,1.864895941103701660e-01
1.383553819950007480e-01,2.682887014378617430e+00,1.877990066893163723e-01,1.877990066893163723e-01
1.198427907115519747e-01,2.682504945592747436e+00,1.891144752186281475e-01,1.891144752186281475e-01
9.983109053225082408e-02,2.682122985611885557e+00,1.904360008489276168e-01,1.904360008489276168e-01
7.932086056240938987e-02,2.681741134389560521e+00,1.917635844873185613e-01,1.917635844873185613e-01
5.935000638227169723e-02,2.681359391879326814e+00,1.930972267960558431e-01,1.930972267960558431e-01
4.094298805388038587e-02,2.680977758034766900e+00,1.944369281912146086e-01,1.944369281912146086e-01
2.506013392563923720e-02,2.680596232809487667e+00,1.957826888413902733e-01,1.957826888413902733e-01
1.254954216659112318e-02,2.680214816157124424e+00,1.971345086663830737e-01,1.971345086663830737e-01
4.103969778774774549e-03,2.679833508031337352e+00,1.984923873359197843e-01,1.984923873359197843e-01
2.248872755990461109e-04,2.679452308385813719e+00,1.998563242683666363e-01,1.998563242683666363e-01
1.195546124999103538e-03,2.679071217174266550e+00,2.012263186294661887e-01,2.012263186294661887e-01
7.064480785595526717e-03,2.678690234350436405e+00,2.026023693310739504e-01,2.026023693310739504e-01
1.764036782511280155e-02,2.678309359868088713e+00,2.039844750299234510e-01,2.039844750299234510e-01
3.249861513467131729e-02,2.677928593681015990e+00,2.053726341263847621e-01,2.053726341263847621e-01
5.099948124280853645e-02,2.677547935743037399e+00,2.067668447632449724e-01,2.067668447632449724e-01
7.231695616714810260e-02,2.677167386007996974e+00,2.081671048245054556e-01,2.081671048245054556e-01
9.547709911222666823e-02,2.676786944429766280e+00,2.095734119341754187e-01,2.095734119341754187e-01
1.194040512571354212e-01,2.676406610962243082e+00,2.109857634550918459e-01,2.109857634550918459e-01
1.429715478190377864e-01,2.676026385559350018e+00,2.124041564877529320e-01,2.124041564877529320e-01
1.650574625898448278e-01,2.675646268175037701e+00,2.138285878691468800e-01,2.138285878691468800e-01
1.845987453960253322e-01,2.675266258763281169e+00,2.152590541716188077e-01,2.152590541716188077e-01
2.006440679086791690e-01,2.674886357278083437e+00,2.166955517017241650e-01,2.166955517017241650e-01
2.124015792478592679e-01,2.674506563673471948e+00,2.181380764991214527e-01,2.181380764991214527e-01
2.192793867875133529e-01,2.674126877903501232e+00,2.195866243354553660e-01,2.195866243354553660e-01
2.209167101059293647e-01,2.673747299922251575e+00,2.210411907132679987e-01,2.210411907132679987e-01
2.172040918844336810e-01,2.673367829683829466e+00,2.225017708649174586e-01,2.225017708649174586e-01
2.082915683102042614e-01,2.672988467142367153e+00,2.239683597515128854e-01,2.239683597515128854e-01
1.945842785477660819e-01,2.672609212252023525e+00,2.254409520618588514e-01,2.254409520618588514e-01
1.767256004289538829e-01,2.672230064966982344e+00,2.269195422114235472e-01,2.269195422114235472e-01
1.555685082848918821e-01,2.671851025241455346e+00,2.284041243413025835e-01,2.284041243413025835e-01
1.321364291301408977e-01,2.671472093029677808e+00,2.298946923172263401e-01,2.298946923172263401e-01
1.075753966915090482e-01,2.671093268285912981e+00,2.313912397285466660e-01,2.313912397285466660e-01
8.309974309041902318e-02,2.670714550964448986e+00,2.328937598872687365e-01,2.328937598872687365e-01
5.993390322279169152e-02,2.670335941019599701e+00,2.344022458270804132e-01,2.344022458270804132e-01
3.925311985464473297e-02,2.669957438405706096e+00,2.359166903023963702e-01,2.359166903023963702e-01
2.212591681189143150e-02,2.669579043077134006e+00,2.374370857874298080e-01,2.374370857874298080e-01
9.461148438786527032e-03,2.669200754988275026e+00,2.389634244752680270e-01,2.389634244752680270e-01
1.962237479448071444e-03,2.668822574093546951e+00,2.404956982769642093e-01,2.404956982769642093e-01
9.088910529618400688e-05,2.668444500347394222e+00,2.420338988206451603e-01,2.420338988206451603e-01
4.042130670012020373e-03,2.668066533704285259e+00,2.435780174506469165e-01,2.435780174506469165e-01
1.373199524721975366e-02,2.667688674118716019e+00,2.451280452266406673e-01,2.451280452266406673e-01
2.879856710098582795e-02,2.667310921545207325e+00,2.466839729228000044e-01,2.466839729228000044e-01
4.861646745845486089e-02,2.666933275938305759e+00,2.482457910269694756e-01,2.482457910269694756e-01
7.232420994193641817e-02,2.666555737252583658e+00,2.498134897398527343e-01,2.498134897398527343e-01
9.886322809396858036e-02,2.666178305442640006e+00,2.513870589742133177e-01,2.513870589742133177e-01
1.270268030686907690e-01,2.665800980463098213e+00,2.529664883541046239e-01,2.529664883541046239e-01
1.555166259295879816e-01,2.665423762268607888e+00,2.545517672140995002e-01,2.545517672140995002e-01
1.830043405514602817e-01,2.665046650813843954e+00,2.561428845985477820e-01,2.561428845985477820e-01
2.081951494335244346e-01,2.664669646053508423e+00,2.577398292608391595e-01,2.577398292608391595e-01
2.298904394827202546e-01,2.664292747942326400e+00,2.593425896627070126e-01,2.593425896627070126e-01
2.470464051168308750e-01,2.663915956435051413e+00,2.609511539735098751e-01,2.609511539735098751e-01
2.588258120217831748e-01,2.663539271486460525e+00,2.625655100695737931e-01,2.625655100695737931e-01
2.646403496883270035e-01,2.663162693051357000e+00,2.641856455335184206e-01,2.641856455335184206e-01
2.641814508568663955e-01,2.662786221084569860e+00,2.658115476536150323e-01,2.658115476536150323e-01
2.574379914812458536e-01,2.662409855540953441e+00,2.674432034231609689e-01,2.674432034231609689e-01
2.446999008525025665e-01,2.662033596375388278e+00,2.690805995398662942e-01,2.690805995398662942e-01
2.265473791176896845e-01,2.661657443542778889e+00,2.707237224052714830e-01,2.707237224052714830e-01
2.038261069309813545e-01,2.661281396998056437e+00,2.723725581241613902e-01,2.723725581241613902e-01
1.776095065472469980e-01,2.660905456696177840e+00,2.740270925040128036e-01,2.740270925040128036e-01
1.491497428760764354e-01,2.660529622592124888e+00,2.756873110544595940e-01,2.756873110544595940e-01
1.198197063681513963e-01,2.660153894640904237e+00,2.773531989867725756e-01,2.773531989867725756e-01
9.104867004488539917e-02,2.659778272797549192e+00,2.790247412133490257e-01,2.790247412133490257e-01
6.425463819132094800e-02,2.659402757017117480e+00,2.807019223472387859e-01,2.807019223472387859e-01
4.077658774083354337e-02,2.659027347254692586e+00,2.823847267016721951e-01,2.823847267016721951e-01
2.180983537663552449e-02,2.658652043465383308e+00,2.840731382896154456e-01,2.840731382896154456e-01
8.347641238351868886e-03,2.658276845604324201e+00,2.857671408233391497e-01,2.857671408233391497e-01
1.131888564679252524e-03,2.657901753626674246e+00,2.874667177140150520e-01,2.874667177140150520e-01
6.152695142921330712e-04,2.657526767487618624e+00,2.891718520713164597e-01,2.891718520713164597e-01
6.936879311017957010e-03,2.657151887142366942e+00,2.908825267030536454e-01,2.908825267030536454e-01
1.991249808299877869e-02,2.656777112546155006e+00,2.925987241148128026e-01,2.925987241148128026e-01
3.904015130457458294e-02,2.656402443654243051e+00,2.943204265096294181e-01,2.943204265096294181e-01
6.352081792175250097e-02,2.656027880421917509e+00,2.960476157876649750e-01,2.960476157876649750e-01
9.229343415946231199e-02,2.655653422804488351e+00,2.977802735459232908e-01,2.977802735459232908e-01
1.240826549713556215e-01,2.655279070757293081e+00,2.995183810779550315e-01,2.995183810779550315e-01
1.574572169542808042e-01,2.654904824235692296e+00,3.012619193736212897e-01,3.012619193736212897e-01
1.908962261410532268e-01,2.654530683195072793e+00,3.030108691188411196e-01,3.030108691188411196e-01
2.228602967950757130e-01,2.654156647590846241e+00,3.047652106953793183e-01,3.047652106953793183e-01
2.518642128526472068e-01,2.653782717378449618e+00,3.065249241806463076e-01,3.065249241806463076e-01
2.765476850422372568e-01,2.653408892513344774e+00,3.082899893475203879e-01,3.082899893475203879e-01
2.957408396909320114e-01,2.653035172951018872e+00,3.100603856641875322e-01,3.100603856641875322e-01
3.085212979212851314e-01,2.652661558646983941e+00,3.118360922940035529e-01,3.118360922940035529e-01
3.142600768858614946e-01,2.652288049556777327e+00,3.136170880953733087e-01,3.136170880953733087e-01
3.126540512467733679e-01,2.651914645635961243e+00,3.154033516216530608e-01,3.154033516216530608e-01
3.037433302289213044e-01,2.651541346840122770e+00,3.171948611210717583e-01,3.171948611210717583e-01
2.879126048308621733e-01,2.651168153124874305e+00,3.189915945366699757e-01,3.189915945366699757e-01
2.658762686877223502e-01,2.650795064445852667e+00,3.207935295062651626e-01,3.207935295062651626e-01
2.386478796238824529e-01,2.650422080758720877e+00,3.226006433624251657e-01,3.226006433624251657e-01
2.074952711845322040e-01,2.650049202019165495e+00,3.244129131324829385e-01,3.244129131324829385e-01
1.738833092632206812e-01,2.649676428182898835e+00,3.262303155385479214e-01,3.262303155385479214e-01
1.394068856586402338e-01,2.649303759205658082e+00,3.280528269975537259e-01,3.280528269975537259e-01
1.057172193230413032e-01,2.648931195043204845e+00,3.298804236213235819e-01,3.298804236213235819e-01
7.444487390287518602e-02,2.648558735651325602e+00,3.317130812166524945e-01,3.317130812166524945e-01
4.712308012147610470e-02,2.648186380985832589e+00,3.335507752854073860e-01,3.335507752854073860e-01
2.511496414646516989e-02,2.647814131002562021e+00,3.353934810246615994e-01,3.353934810246615994e-01
9.548126661536147572e-03,2.647441985657375429e+00,3.372411733268343981e-01,3.372411733268343981e-01
1.259698199214093640e-03,2.647069944906158767e+00,3.390938267798627725e-01,3.390938267798627725e-01
7.545283409660237224e-04,2.646698008704822858e+00,3.409514156673873475e-01,3.409514156673873475e-01
8.178570667168885699e-03,2.646326177009303837e+00,3.428139139689584947e-01,3.428139139689584947e-01
2.330882896976545562e-02,2.645954449775561823e+00,3.446812953602734764e-01,3.446812953602734764e-01
4.556046522443860797e-02,2.645582826959581801e+00,3.465535332134230817e-01,3.465535332134230817e-01
7.401087154993371553e-02,2.645211308517374516e+00,3.484306005971583020e-01,3.484306005971583020e-01
1.074397140134241146e-01,2.644839894404973801e+00,3.503124702771977517e-01,3.503124702771977517e-01
1.443832028415216739e-01,2.644468584578439252e+00,3.521991147165279279e-01,3.521991147165279279e-01
1.832001668354791002e-01,2.644097378993854885e+00,3.540905060757456591e-01,3.540905060757456591e-01
2.221469416344344916e-01,2.643726277607329145e+00,3.559866162134143752e-01,3.559866162134143752e-01
2.594576491117749906e-01,2.643355280374995786e+00,3.578874166864376427e-01,3.578874166864376427e-01
2.934261696106215123e-01,2.642984387253012546e+00,3.597928787504651171e-01,3.597928787504651171e-01
